country,year,sex,age_group,population,population_density,median_age,fertility_rate,life_expectancy,net_migration,urban_population_percent,dependency_ratio,birth_rate,death_rate,population_growth_rate
Estonia,2015,Male,30-44,1578545,171.11,41.4,1.57,77.5,-23731,66.5,46.2,7.78,10.65,0.53
Estonia,2015,Male,45-64,160572,367.67,39.7,2.01,80.0,75,83.1,58.8,10.71,12.41,0.38
Estonia,2015,Male,65+,2037214,251.16,38.8,1.83,82.4,43885,61.8,64.9,7.36,8.28,-0.09
Estonia,2015,Female,0-14,2486126,375.04,36.2,1.91,79.8,16912,75.6,54.3,11.3,13.72,0.19
Estonia,2015,Female,15-29,2481275,442.0,46.1,1.68,81.8,-38252,63.4,64.1,8.84,11.88,-1.36
Estonia,2015,Female,30-44,962234,369.56,45.0,1.56,79.0,35333,86.0,59.8,11.74,13.64,0.03
Estonia,2015,Female,45-64,589353,452.99,43.3,2.09,81.9,31046,63.5,49.1,7.42,11.72,-0.91
Estonia,2015,Female,65+,4589563,36.69,44.4,1.93,76.5,46554,71.0,53.3,11.16,9.86,2.27
Estonia,2015,Total,0-14,3229249,341.48,43.1,1.43,77.9,38747,60.4,55.0,8.75,11.48,-0.6
Estonia,2015,Total,15-29,1965954,258.34,36.0,1.96,81.5,18617,76.9,56.9,8.86,9.68,-0.41
Estonia,2015,Total,30-44,3791896,44.47,43.7,2.01,82.2,-43611,71.5,51.5,8.19,11.21,2.18
Estonia,2015,Total,45-64,720774,330.84,42.3,1.34,76.9,23124,78.7,48.8,9.85,12.44,1.63
Estonia,2015,Total,65+,4593511,472.34,37.7,1.55,80.5,-419,60.2,53.7,8.28,8.72,2.15
Estonia,2016,Male,0-14,4017924,114.88,35.5,1.45,82.5,-25060,67.5,53.6,10.34,10.58,0.27
Estonia,2016,Male,15-29,4572289,77.91,40.9,1.83,77.4,33385,81.1,63.9,8.34,10.64,1.68
Estonia,2016,Male,30-44,1418240,339.07,45.0,1.7,75.3,-24556,75.9,62.5,9.31,9.68,-0.58
Estonia,2016,Male,45-64,1841624,110.38,40.1,1.37,82.0,-18214,88.9,52.0,8.73,11.57,2.38
Estonia,2016,Male,65+,2878520,451.61,45.8,1.5,83.6,-32592,71.0,61.6,9.0,8.2,1.78
Estonia,2016,Female,0-14,4076642,317.79,40.3,1.85,83.1,-28342,69.7,57.7,11.41,11.2,1.54
Estonia,2016,Female,15-29,3845627,342.25,38.0,1.98,78.9,41426,78.1,61.3,10.81,9.57,-0.52
Estonia,2016,Female,30-44,4120675,449.52,42.6,1.4,75.5,11331,70.3,53.8,10.54,11.53,-0.23
Estonia,2016,Female,45-64,4759607,135.25,45.2,1.43,77.8,31032,64.0,58.3,8.07,10.6,-0.71
Estonia,2016,Female,65+,3567937,333.21,38.4,1.47,83.5,-49013,81.3,46.4,7.54,11.05,0.36
Estonia,2016,Total,0-14,1804217,97.0,45.1,1.86,81.0,-36754,70.7,63.9,10.01,11.47,-0.57
Estonia,2016,Total,15-29,3725378,238.02,36.4,1.95,75.2,-22574,67.9,58.8,11.62,10.04,0.51
Estonia,2016,Total,30-44,1026729,176.95,37.1,1.97,78.6,12969,85.5,55.2,10.6,12.8,0.47
Estonia,2016,Total,45-64,879722,474.77,36.7,1.36,82.8,-7200,88.9,53.1,10.27,8.11,-0.99
Estonia,2016,Total,65+,3418410,463.38,44.0,1.73,81.9,41729,60.5,48.8,10.76,13.62,-1.15
Estonia,2017,Male,0-14,3951359,149.32,36.7,1.4,80.2,-7111,83.9,53.7,11.59,10.7,1.48
Estonia,2017,Male,15-29,782444,362.77,45.4,1.55,77.8,-39367,78.2,58.8,8.41,10.89,-1.32
Estonia,2017,Male,30-44,4886835,235.04,46.8,1.52,80.5,-25991,79.6,57.2,10.94,9.52,1.55
Estonia,2017,Male,45-64,2128850,156.53,40.4,1.99,83.7,-393,86.4,53.4,11.2,11.54,-0.73
Estonia,2017,Male,65+,4465741,448.28,45.1,1.47,82.1,-34411,62.2,47.0,9.08,9.83,2.2
Estonia,2017,Female,0-14,3081402,309.44,38.5,1.44,81.9,-15408,88.3,55.6,11.16,10.19,-1.1
Estonia,2017,Female,15-29,2777162,33.65,40.7,1.37,80.6,32646,63.9,64.3,10.17,13.32,0.2
Estonia,2017,Female,30-44,1114367,448.28,44.4,1.47,79.9,37073,88.8,57.7,9.77,12.23,0.17
Estonia,2017,Female,45-64,1171015,38.32,45.3,1.36,80.6,-17706,75.7,53.6,10.24,10.19,-0.58
Estonia,2017,Female,65+,4596475,455.39,45.4,1.41,75.7,-40696,71.8,50.6,11.66,12.1,-0.45
Estonia,2017,Total,0-14,2197849,129.81,45.3,1.25,76.9,-45058,76.2,49.5,9.04,13.93,1.63
Estonia,2017,Total,15-29,3776348,419.58,42.2,1.55,80.0,-10758,76.3,62.8,10.38,9.5,0.79
Estonia,2017,Total,30-44,550508,369.77,43.3,2.07,82.2,-32455,70.4,64.3,9.45,8.67,0.33
Estonia,2017,Total,45-64,1993419,271.62,45.6,1.52,76.0,45797,64.8,51.8,8.68,8.25,0.89
Estonia,2017,Total,65+,578118,209.34,43.9,1.76,78.4,-17581,84.0,63.7,9.02,12.25,0.53
Estonia,2018,Male,0-14,4862961,364.89,39.4,1.5,77.3,-14681,76.7,58.8,11.86,8.5,2.1
Estonia,2018,Male,15-29,4786033,194.55,37.7,1.52,80.8,-34218,77.8,59.2,11.16,8.73,1.74
Estonia,2018,Male,30-44,3517758,247.26,38.6,1.75,75.4,-44685,76.4,64.1,7.9,12.34,1.75
Estonia,2018,Male,45-64,4980952,295.46,45.3,1.94,76.1,18206,70.1,51.7,7.61,8.51,-1.31
Estonia,2018,Male,65+,149074,309.12,37.3,2.0,82.3,32910,73.3,46.7,8.43,12.69,-0.89
Estonia,2018,Female,0-14,2949896,475.53,41.9,1.48,79.5,3177,67.5,62.9,10.58,11.84,1.16
Estonia,2018,Female,15-29,642947,187.5,45.4,1.67,79.8,-2076,87.0,51.7,8.47,13.24,1.69
Estonia,2018,Female,30-44,3058297,91.45,37.6,1.79,78.5,22551,69.5,46.1,10.52,13.35,1.04
Estonia,2018,Female,45-64,1136706,108.54,35.4,1.55,83.1,-35249,84.9,61.0,8.81,9.3,2.22
Estonia,2018,Female,65+,1594309,47.62,46.0,1.33,80.0,-22674,62.1,60.8,10.01,11.44,0.33
Estonia,2018,Total,0-14,4753907,241.51,42.0,1.45,75.7,-11865,86.5,51.4,8.91,11.68,0.99
Estonia,2018,Total,15-29,251657,218.31,46.8,1.94,78.9,37789,68.1,47.0,8.76,10.42,-1.43
Estonia,2018,Total,30-44,1505482,148.51,39.6,1.65,83.6,13427,72.9,46.1,7.84,10.74,1.76
Estonia,2018,Total,45-64,4062267,283.09,45.7,2.02,76.9,17963,70.7,56.5,11.17,12.13,-1.42
Estonia,2018,Total,65+,3349248,445.55,44.0,2.09,78.6,-29551,66.6,51.2,10.08,11.2,-0.63
Estonia,2019,Male,0-14,816913,446.88,37.4,1.87,77.5,-15190,73.9,46.2,10.65,9.97,1.11
Estonia,2019,Male,15-29,1327752,111.41,38.4,1.98,83.0,8326,70.0,54.3,11.64,13.41,-1.14
Estonia,2019,Male,30-44,4647547,250.01,46.8,1.7,81.0,-20467,79.1,64.0,11.98,10.25,0.9
Estonia,2019,Male,45-64,3481267,37.47,41.4,1.7,78.5,36732,72.1,46.5,10.48,9.52,-0.25
Estonia,2019,Male,65+,4469035,261.92,41.9,1.71,78.7,16846,76.9,50.3,7.65,10.98,0.13
Estonia,2019,Female,0-14,2704676,454.96,44.7,1.45,82.9,24264,81.4,50.9,8.61,10.63,-0.27
Estonia,2019,Female,15-29,2467490,497.38,35.5,1.35,83.0,18582,67.3,47.3,9.67,13.15,1.45
Estonia,2019,Female,30-44,3336976,304.06,46.2,1.98,78.0,-41634,87.3,55.2,10.47,8.67,0.76
Estonia,2019,Female,45-64,2819970,330.53,40.4,1.8,81.4,-5058,88.7,55.3,10.99,13.79,-0.9
Estonia,2019,Female,65+,3012898,493.79,38.7,1.31,79.9,22089,71.5,49.4,8.53,13.85,1.32
Estonia,2019,Total,0-14,2295560,74.5,43.8,1.87,80.9,2509,79.2,61.4,7.03,13.95,-0.77
Estonia,2019,Total,15-29,1629872,439.85,37.7,1.63,76.2,-6848,65.3,52.3,8.87,13.96,2.48
Estonia,2019,Total,30-44,301420,371.21,35.6,1.23,75.9,-45526,69.0,60.1,9.17,11.35,1.77
Estonia,2019,Total,45-64,4653640,134.15,44.1,1.48,83.3,14165,77.6,63.2,7.94,12.84,-0.98
Estonia,2019,Total,65+,256823,469.9,37.0,1.24,79.1,-43967,73.9,65.0,11.2,12.44,1.98
Estonia,2020,Male,0-14,4567696,426.52,38.1,1.29,80.5,17173,72.8,55.5,8.81,11.76,-1.38
Estonia,2020,Male,15-29,4952021,177.69,46.7,1.46,83.0,-1585,88.6,63.0,10.95,10.44,0.76
Estonia,2020,Male,30-44,1410247,324.43,44.9,1.84,79.3,8528,83.7,47.6,7.41,8.13,1.01
Estonia,2020,Male,45-64,3341677,366.69,40.5,1.63,79.2,40027,84.8,63.7,11.02,10.56,1.04
Estonia,2020,Male,65+,3617312,86.29,43.4,1.21,79.2,-27939,81.5,47.2,8.22,9.79,0.74
Estonia,2020,Female,0-14,457002,347.1,35.7,1.31,79.5,36800,67.2,54.2,9.4,11.36,1.77
Estonia,2020,Female,15-29,2089242,60.57,46.7,1.81,78.8,-7722,88.7,64.9,10.65,9.37,-1.09
Estonia,2020,Female,30-44,3064445,465.48,42.2,1.38,83.3,14057,63.9,47.3,7.24,11.4,-0.53
Estonia,2020,Female,45-64,87117,416.82,37.8,1.29,83.8,-32627,82.1,54.0,8.62,13.14,0.87
Estonia,2020,Female,65+,1871969,354.23,41.8,1.27,76.5,28461,71.4,60.4,9.59,12.23,2.06
Estonia,2020,Total,0-14,4321061,160.53,37.3,1.44,81.8,-41917,84.8,51.7,8.36,11.29,1.39
Estonia,2020,Total,15-29,1296511,91.84,35.6,1.82,82.5,-29453,69.9,46.8,10.52,10.16,-1.32
Estonia,2020,Total,30-44,2180586,175.59,37.4,1.69,79.1,526,72.7,57.4,9.22,9.48,1.22
Estonia,2020,Total,45-64,896430,211.96,42.5,1.34,82.7,-41611,60.8,58.9,11.04,11.98,-0.89
Estonia,2020,Total,65+,3947619,299.24,39.8,1.59,83.7,15282,65.3,60.5,11.73,8.6,-0.88
Estonia,2021,Male,0-14,4466447,362.62,39.9,1.23,83.7,-15889,69.2,63.8,8.58,11.93,-1.18
Estonia,2021,Male,15-29,661204,368.39,36.0,1.3,76.1,31257,86.1,54.0,11.9,13.76,-0.18
Estonia,2021,Male,30-44,714729,428.38,37.5,1.76,75.7,-5862,87.3,63.3,8.64,12.23,1.2
Estonia,2021,Male,45-64,219162,269.77,43.0,1.22,78.4,-33934,67.6,64.2,7.15,13.75,-0.63
Estonia,2021,Male,65+,2520319,167.46,44.4,1.88,76.9,4918,78.7,52.2,11.22,10.72,1.41
Estonia,2021,Female,0-14,923002,216.13,46.8,1.93,76.4,23511,69.9,58.0,10.78,12.5,0.54
Estonia,2021,Female,15-29,1225370,220.06,37.7,1.22,80.2,3205,83.8,56.6,10.23,13.58,0.21
Estonia,2021,Female,30-44,4372818,489.3,45.4,1.49,79.2,-13266,72.5,49.9,9.38,13.52,1.4
Estonia,2021,Female,45-64,4326977,237.39,43.1,1.23,80.3,-30272,61.6,49.2,7.37,9.73,1.01
Estonia,2021,Female,65+,4639684,317.71,41.6,1.45,77.2,-27484,69.7,59.8,11.31,10.07,-0.14
Estonia,2021,Total,0-14,2383731,53.4,39.2,1.31,75.3,16189,83.9,51.0,11.24,12.55,-0.31
Estonia,2021,Total,15-29,3364004,485.07,46.4,1.9,83.4,-33715,84.6,64.9,7.38,10.84,1.71
Estonia,2021,Total,30-44,1044426,442.49,38.6,1.94,76.4,-40953,75.5,49.5,9.9,11.47,-0.67
Estonia,2021,Total,45-64,3140109,318.29,38.3,1.45,76.0,-23766,85.1,49.6,7.18,12.83,0.96
Estonia,2021,Total,65+,4391387,344.99,37.1,1.63,80.8,-26711,88.7,60.6,10.68,12.14,0.19
Estonia,2022,Male,0-14,2847678,346.49,42.2,1.47,75.1,-1930,83.5,61.8,9.92,10.42,2.29
Estonia,2022,Male,15-29,1886301,138.65,39.1,1.75,82.7,-10956,73.4,50.5,7.52,8.45,-0.11
Estonia,2022,Male,30-44,1393961,116.27,40.1,1.55,79.6,22832,63.2,50.6,11.45,11.3,0.15
Estonia,2022,Male,45-64,1838976,416.85,46.1,1.78,82.4,5208,73.0,56.9,8.17,13.65,0.86
Estonia,2022,Male,65+,2822683,430.45,46.0,1.96,79.3,-8484,80.4,51.3,10.96,8.78,1.55
Estonia,2022,Female,0-14,4573088,35.92,45.8,1.72,78.2,36643,81.5,50.3,10.11,11.13,1.95
Estonia,2022,Female,15-29,3441469,260.84,43.2,1.29,78.0,18285,65.1,54.3,7.5,10.02,0.02
Estonia,2022,Female,30-44,3378367,187.67,36.0,1.7,77.4,-28613,66.9,48.5,8.61,8.41,-1.37
Estonia,2022,Female,45-64,1447581,321.0,41.4,1.89,75.4,-37697,85.7,63.5,7.45,8.68,-1.37
Estonia,2022,Female,65+,4310350,319.86,35.1,1.9,80.9,-12304,83.3,55.7,10.99,11.57,-0.24
Estonia,2022,Total,0-14,2469053,479.66,38.6,2.09,80.7,49790,82.9,47.0,10.88,10.23,-1.34
Estonia,2022,Total,15-29,1261694,317.0,36.4,2.03,75.7,10308,88.8,45.8,7.39,13.31,1.76
Estonia,2022,Total,30-44,3258136,345.67,39.7,1.64,83.9,33443,72.5,50.8,10.83,12.58,-0.33
Estonia,2022,Total,45-64,3371453,35.37,40.1,1.57,83.9,12185,66.3,64.6,10.51,10.98,0.22
Estonia,2022,Total,65+,496295,126.69,38.7,1.48,77.6,-42859,87.3,50.5,9.53,13.75,-0.81
Estonia,2023,Male,0-14,3975300,38.06,44.8,1.99,82.7,-26092,73.9,45.2,9.0,10.76,2.13
Estonia,2023,Male,15-29,317800,484.07,45.6,1.21,80.8,-48393,83.7,60.7,7.56,13.47,-0.72
Estonia,2023,Male,30-44,428976,493.25,45.6,2.06,78.1,15883,84.9,53.2,10.46,9.2,2.39
Estonia,2023,Male,45-64,1717095,182.08,39.1,1.8,79.2,42663,79.5,47.4,7.03,8.31,2.16
Estonia,2023,Male,65+,1168346,431.82,38.0,1.49,79.8,49329,84.3,60.5,7.73,10.78,1.6
Estonia,2023,Female,0-14,275683,327.56,35.6,1.75,76.4,22663,84.3,53.4,10.83,13.73,1.9
Estonia,2023,Female,15-29,1303282,203.9,38.4,2.02,81.8,33133,85.9,58.9,10.12,8.09,1.49
Estonia,2023,Female,30-44,3293899,152.08,41.6,1.61,75.1,-5136,73.5,64.2,8.3,12.1,2.26
Estonia,2023,Female,45-64,819483,90.33,39.6,1.73,81.6,-35282,67.8,55.8,9.66,11.83,-0.28
Estonia,2023,Female,65+,2848627,119.2,37.2,1.72,81.2,-15146,89.4,58.1,11.4,9.28,2.39
Estonia,2023,Total,0-14,937889,113.92,35.0,1.97,81.4,24385,71.0,64.6,9.17,8.9,0.36
Estonia,2023,Total,15-29,1113205,421.15,40.5,1.73,77.4,1466,79.6,48.8,7.32,10.55,-1.44
Estonia,2023,Total,30-44,3631870,257.18,39.0,1.36,77.2,22651,78.4,63.3,8.16,8.73,-1.48
Estonia,2023,Total,45-64,262736,418.35,35.5,1.58,79.1,12286,74.0,56.4,10.96,11.36,-0.07
Estonia,2023,Total,65+,4515905,439.43,46.6,2.03,82.2,-12210,83.3,50.9,8.22,9.31,-0.95
Estonia,2024,Male,0-14,2409203,385.65,40.4,1.39,76.8,-2802,69.9,58.6,8.75,9.28,-0.0
Estonia,2024,Male,15-29,2626063,243.81,44.5,1.55,78.5,-49871,61.9,59.8,8.06,10.36,-1.24
Estonia,2024,Male,30-44,2652807,127.33,39.0,1.32,75.7,13281,69.0,57.5,11.11,11.07,1.37
Estonia,2024,Male,45-64,2040589,37.77,37.2,1.79,78.4,16909,80.0,64.1,8.01,13.18,-0.21
Estonia,2024,Male,65+,3927796,104.11,41.2,1.91,78.9,-26588,62.1,62.4,10.17,13.34,-0.13
Estonia,2024,Female,0-14,4726195,37.6,42.1,1.21,75.0,-8354,67.1,51.6,11.77,10.0,0.76
Estonia,2024,Female,15-29,4320924,216.22,37.3,1.68,82.6,18819,62.7,46.6,9.13,13.68,-0.63
Estonia,2024,Female,30-44,3839149,225.12,44.6,1.48,79.2,-9330,85.8,54.7,7.67,9.74,1.15
Estonia,2024,Female,45-64,1012217,350.99,42.6,1.99,80.3,-22575,71.5,53.2,10.36,12.71,1.17
Estonia,2024,Female,65+,822793,164.02,45.8,1.32,80.9,49770,84.3,47.2,7.61,11.57,-0.12
Estonia,2024,Total,0-14,4450908,284.57,39.7,1.29,82.2,-19144,71.4,61.8,11.53,8.43,1.04
Estonia,2024,Total,15-29,3450205,389.58,46.4,1.85,82.9,-21170,71.6,53.5,7.38,8.19,1.28
Estonia,2024,Total,30-44,4039551,394.39,44.6,1.78,79.2,-28494,74.1,52.8,11.1,10.71,0.91
Estonia,2024,Total,45-64,4297136,469.83,44.3,1.34,76.6,-48371,67.8,50.6,11.55,11.9,-1.17
Estonia,2024,Total,65+,2682691,300.93,45.5,1.85,80.8,-10905,66.1,51.2,8.2,10.15,2.16
Finland,2015,Male,0-14,3888920,67.06,38.4,1.49,80.1,-8957,76.1,59.4,8.08,12.33,1.74
Finland,2015,Male,15-29,1447928,296.88,46.7,1.45,76.4,-26947,70.4,53.2,7.83,9.22,1.27
Finland,2015,Male,30-44,4473655,303.99,35.8,1.24,75.6,-2589,68.7,49.7,10.68,8.05,0.66
Finland,2015,Male,45-64,3477635,218.63,43.6,1.99,78.9,-2406,73.4,51.9,11.18,12.55,-0.21
Finland,2015,Male,65+,2309071,292.53,39.6,1.98,80.9,8914,68.8,60.3,10.73,9.47,1.42
Finland,2015,Female,0-14,3941598,216.8,37.5,1.67,83.3,24874,65.2,58.7,9.14,11.55,1.44
Finland,2015,Female,15-29,1453400,369.41,42.4,1.34,82.5,48873,68.5,59.7,7.54,12.51,-1.32
Finland,2015,Female,30-44,3683405,96.22,45.5,1.36,82.2,-6422,78.3,53.1,8.58,11.84,0.25
Finland,2015,Female,45-64,2731052,87.38,36.4,1.27,81.7,-34769,61.8,56.2,7.42,13.42,2.13
Finland,2015,Female,65+,4204808,268.46,43.8,1.31,77.0,35705,69.2,49.4,8.64,11.77,-0.81
Finland,2015,Total,0-14,3605090,467.5,41.8,1.86,83.6,-22668,82.4,58.3,9.91,10.93,-0.75
Finland,2015,Total,15-29,819680,286.26,41.2,1.29,77.9,-12240,63.3,61.2,11.15,12.81,1.41
Finland,2015,Total,30-44,1527859,423.39,39.5,1.99,76.9,1559,70.9,59.6,8.49,11.26,0.23
Finland,2015,Total,45-64,3404967,488.1,38.1,1.48,76.5,6234,81.5,57.2,7.89,10.26,0.37
Finland,2015,Total,65+,4945153,113.79,46.1,1.89,79.3,-18551,63.6,57.6,7.0,8.11,0.06
Finland,2016,Male,0-14,4768642,356.67,40.2,1.82,79.7,-38372,65.2,60.8,11.78,10.48,2.31
Finland,2016,Male,15-29,554204,256.09,43.1,1.59,80.0,-41833,74.2,59.9,10.83,8.95,0.87
Finland,2016,Male,30-44,3664773,252.27,44.0,1.75,75.9,-8064,75.2,64.9,7.89,13.89,0.0
Finland,2016,Male,45-64,4781909,270.96,36.8,1.7,76.3,-14461,85.6,65.0,8.59,8.89,1.67
Finland,2016,Male,65+,3684883,82.05,39.2,1.36,78.4,782,72.7,56.1,8.07,12.13,2.34
Finland,2016,Female,0-14,2133913,142.71,45.7,2.07,82.1,28919,68.4,63.9,11.42,8.5,0.57
Finland,2016,Female,15-29,1978288,407.14,43.0,1.31,78.1,-38770,77.0,50.8,7.59,11.92,1.9
Finland,2016,Female,30-44,3739591,487.11,44.4,1.33,82.7,40388,81.9,55.6,11.14,10.55,-1.25
Finland,2016,Female,45-64,836360,204.45,35.9,2.06,78.9,-12925,80.0,55.9,8.03,12.53,1.72
Finland,2016,Female,65+,1085992,403.52,46.6,1.26,77.4,-17736,69.3,64.1,10.92,11.96,0.57
Finland,2016,Total,0-14,1156331,489.87,39.5,1.3,79.4,-28117,71.9,51.7,8.69,9.18,1.94
Finland,2016,Total,15-29,678937,428.46,45.4,1.74,80.2,-7384,77.5,58.4,8.63,11.45,-0.33
Finland,2016,Total,30-44,4304920,429.29,41.0,1.55,80.5,-28875,75.2,62.4,8.07,10.56,2.26
Finland,2016,Total,45-64,3612518,318.22,39.8,1.21,76.1,-6173,84.0,54.0,11.09,11.2,-0.15
Finland,2016,Total,65+,3271403,367.33,41.7,1.25,76.5,33324,87.0,59.1,10.99,12.09,-0.67
Finland,2017,Male,0-14,4812347,175.71,41.3,1.39,83.0,-2262,78.1,45.6,7.59,9.87,0.27
Finland,2017,Male,15-29,3484062,487.43,45.7,1.51,84.0,-2204,60.8,61.5,8.0,8.36,-0.55
Finland,2017,Male,30-44,1419693,296.85,46.7,2.0,83.5,18456,87.8,61.3,8.62,13.89,1.33
Finland,2017,Male,45-64,69192,54.66,38.5,2.03,76.5,8618,87.6,51.9,11.54,13.67,-1.48
Finland,2017,Male,65+,572419,41.59,45.9,1.67,75.7,21778,87.6,63.7,7.78,8.2,2.46
Finland,2017,Female,0-14,1102063,298.88,42.4,1.91,82.3,21031,60.3,58.8,11.9,13.79,-0.86
Finland,2017,Female,15-29,3524376,295.8,42.6,1.87,76.6,47556,69.6,60.3,11.8,9.66,-0.51
Finland,2017,Female,30-44,4845684,303.6,45.4,2.06,81.1,31617,67.3,53.7,8.28,13.31,-1.05
Finland,2017,Female,45-64,277894,173.32,39.3,1.58,75.9,-34802,67.8,60.1,8.83,12.36,0.32
Finland,2017,Female,65+,1643603,231.02,42.7,2.06,82.6,-24524,87.4,48.5,11.17,8.9,1.13
Finland,2017,Total,0-14,695044,465.99,39.9,2.1,80.2,-40759,71.1,59.1,8.92,9.48,0.81
Finland,2017,Total,15-29,4809742,102.37,43.5,2.08,77.1,19902,78.3,56.2,11.57,12.05,0.11
Finland,2017,Total,30-44,4569416,444.83,46.3,1.29,77.4,-15906,84.5,58.1,11.2,13.67,-0.41
Finland,2017,Total,45-64,3621033,257.48,43.4,1.4,75.0,-10958,63.0,60.2,9.98,9.65,-0.49
Finland,2017,Total,65+,4405091,109.82,36.3,2.02,84.0,42008,66.4,64.5,7.26,10.11,0.21
Finland,2018,Male,0-14,2617604,393.9,43.6,1.77,78.5,9426,84.1,63.9,7.16,8.27,-0.12
Finland,2018,Male,15-29,3922023,255.26,43.7,1.71,76.8,-9146,66.2,58.1,7.22,8.4,0.71
Finland,2018,Male,30-44,2075341,40.5,37.1,1.71,81.3,-4924,80.0,48.6,10.07,10.47,1.12
Finland,2018,Male,45-64,3967557,348.62,39.2,1.93,77.1,6422,74.2,51.8,11.77,12.18,0.66
Finland,2018,Male,65+,3268913,473.84,42.3,1.84,81.9,-38925,69.0,53.7,7.41,8.61,0.38
Finland,2018,Female,0-14,4012245,88.51,46.0,1.33,79.8,-41961,76.3,47.0,8.59,8.31,0.08
Finland,2018,Female,15-29,4769902,57.5,42.1,1.71,80.9,-40132,71.6,61.8,8.1,12.41,1.53
Finland,2018,Female,30-44,3172870,169.73,40.6,1.28,75.4,-48224,86.0,63.6,8.68,8.4,0.19
Finland,2018,Female,45-64,732637,480.69,45.1,1.53,75.7,-43173,84.6,46.6,8.58,13.8,-0.89
Finland,2018,Female,65+,1827346,117.37,35.1,1.66,80.0,26544,75.0,49.6,9.71,9.32,1.1
Finland,2018,Total,0-14,296797,432.01,43.1,1.35,76.7,25019,62.4,54.7,8.05,9.19,2.26
Finland,2018,Total,15-29,4358368,357.23,37.9,1.31,82.8,36728,73.2,49.7,9.06,12.3,-1.06
Finland,2018,Total,30-44,4078054,429.52,42.2,1.33,81.5,-46966,80.3,63.6,8.18,12.16,2.4
Finland,2018,Total,45-64,1815040,140.42,36.2,1.33,81.3,37399,70.2,53.7,10.16,8.73,-0.41
Finland,2018,Total,65+,1418051,178.32,46.9,1.59,82.8,-13634,62.8,51.9,7.18,9.12,1.49
Finland,2019,Male,0-14,1202199,116.57,38.5,1.42,81.2,-8230,82.2,64.2,11.31,9.01,-0.19
Finland,2019,Male,15-29,2527512,94.69,40.0,1.97,83.4,-10271,80.7,53.4,11.27,12.63,-1.24
Finland,2019,Male,30-44,185513,240.23,44.5,1.92,81.5,-35268,72.1,50.8,8.17,11.2,-1.04
Finland,2019,Male,45-64,1969359,329.93,35.7,1.79,83.2,37350,81.8,52.0,7.46,11.1,-0.65
Finland,2019,Male,65+,1111999,319.42,42.6,1.69,83.3,26970,60.6,47.8,10.39,12.48,-1.04
Finland,2019,Female,0-14,4976528,265.04,36.2,1.38,79.3,17628,82.0,58.7,8.4,12.04,2.21
Finland,2019,Female,15-29,4030515,184.69,41.9,1.42,80.9,22551,88.8,48.7,8.56,11.06,1.95
Finland,2019,Female,30-44,2860860,449.96,46.3,1.9,83.3,33140,67.4,52.7,7.28,12.86,2.44
Finland,2019,Female,45-64,3238930,290.84,38.5,1.38,78.3,-16259,87.0,50.2,11.34,11.87,-1.42
Finland,2019,Female,65+,144328,347.83,37.8,1.91,80.3,-38623,67.7,52.6,8.78,10.23,-0.23
Finland,2019,Total,0-14,220316,336.48,43.9,1.2,80.7,17446,85.6,49.9,7.09,11.72,0.33
Finland,2019,Total,15-29,3306846,408.81,37.2,1.93,83.5,-46624,62.5,48.2,10.67,10.59,0.28
Finland,2019,Total,30-44,109834,440.05,45.5,1.83,80.9,15985,61.9,51.6,8.16,13.33,-1.28
Finland,2019,Total,45-64,3625314,288.96,44.2,1.53,81.6,-44869,89.6,58.2,8.83,10.82,-0.43
Finland,2019,Total,65+,4876616,356.21,44.2,2.01,78.2,-49109,63.6,49.3,7.19,8.84,2.17
Finland,2020,Male,0-14,2001489,371.35,41.1,1.83,79.3,-10588,88.0,49.4,11.18,12.14,1.98
Finland,2020,Male,15-29,207044,392.32,36.7,1.38,81.2,35641,63.2,63.7,8.46,11.12,0.07
Finland,2020,Male,30-44,4103344,212.37,40.9,1.47,81.9,1884,71.3,60.0,11.56,12.53,-0.59
Finland,2020,Male,45-64,3858102,212.16,41.9,1.95,76.7,918,77.9,62.9,7.86,10.52,1.83
Finland,2020,Male,65+,2486746,82.73,46.9,1.45,83.8,-24588,61.9,59.7,8.61,10.08,-0.67
Finland,2020,Female,0-14,1373659,426.42,37.8,1.6,76.4,-27058,67.5,51.7,9.36,8.16,-1.13
Finland,2020,Female,15-29,1692147,298.97,37.3,1.91,75.3,36994,78.5,46.9,10.9,13.95,0.62
Finland,2020,Female,30-44,4941437,143.28,41.0,2.05,79.0,-30623,68.0,53.9,10.56,10.26,2.21
Finland,2020,Female,45-64,3086753,412.99,46.1,1.83,77.2,35864,64.9,46.1,7.61,13.58,0.71
Finland,2020,Female,65+,2726853,180.61,37.4,1.97,76.7,31619,81.9,45.9,9.75,10.8,2.21
Finland,2020,Total,0-14,4970347,156.82,39.9,1.42,76.2,-7268,76.7,62.2,11.16,9.69,0.69
Finland,2020,Total,15-29,3989645,460.17,39.9,1.55,77.7,-46122,65.6,62.3,8.95,10.29,-0.45
Finland,2020,Total,30-44,1185736,155.96,35.6,2.03,81.0,-998,81.5,47.6,11.7,13.4,-0.11
Finland,2020,Total,45-64,931380,282.98,44.7,1.39,82.2,-3610,64.3,57.0,10.1,8.2,0.09
Finland,2020,Total,65+,811752,197.52,42.2,1.7,78.6,-44170,88.6,49.6,8.27,13.64,0.08
Finland,2021,Male,0-14,2128386,317.76,38.4,1.79,80.9,-26629,69.4,54.6,11.84,12.03,-0.89
